base_task,encoder,head,level,metric,train_seed_mean,train_seed_sd,train_seed_min,train_seed_max,n_train_seeds,infer_seed_sd,n_units,n_subjects,train_seed_range,boot_ci_lo,boot_ci_hi,boot_ci_width,legacy_value,legacy_ci_lo,legacy_ci_hi,legacy_z,legacy_inside_seed_range
A1,pointnet,softmax,scan,f1_class::Unaffected,0.8452620675764981,0.05035007713913307,0.7647798742138365,0.8865979381443299,5,0.0,1029,1029,0.12181806393049333,,,,,,,,False
A1,pointnet,softmax,scan,macro_auc,0.5017327225570309,0.013713147439689556,0.488893226122471,0.523483620659425,5,0.0,1029,1029,0.034590394536954006,0.4597831338047548,0.5425741677678351,0.0827910339630803,0.5051097463777534,0.4660588599254038,0.5459828408847897,0.24626175978743212,True
A1,pointnet,softmax,scan,macro_f1,0.2365978635035247,0.006569287030179982,0.2282720010923738,0.2426654216760961,5,0.0,1029,1029,0.014393420583722283,0.2234997988194857,0.25121858135209485,0.02771878253260915,0.234808943546163,0.2216566038848564,0.2487852299651339,-0.27231569409941064,True
A1,pointnet2,softmax,scan,accuracy,0.7154130223517978,0.03380510858233823,0.681438289601555,0.7636540330417881,5,0.006323376764653757,1029,1029,0.08221574344023319,0.6887852283770651,0.7412662779397473,0.05248104956268218,0.7306122448979592,0.706511175898931,0.7529689018464528,0.44961318521255444,True
A1,pointnet2,softmax,scan,f1_class::Cleft Lip,0.00562569213732004,0.01257943003953369,0.0,0.028128460686600198,5,0.008345566676616557,1029,1029,0.028128460686600198,,,,,,,,False
A1,pointnet2,softmax,scan,f1_class::Cleft Lip and Palate,0.1294787389910999,0.05442537936423729,0.05496764438293668,0.18372840674541768,5,0.018439395220059728,1029,1029,0.12876076236248102,,,,,,,,False
A1,pointnet2,softmax,scan,f1_class::Cleft Palate,0.0,0.0,0.0,0.0,5,0.0,1029,1029,0.0,,,,,,,,False
A1,pointnet2,softmax,scan,f1_class::Unaffected,0.8360244858606019,0.022833987551781808,0.8114183774500715,0.8672593426272582,5,0.004057929692706906,1029,1029,0.05584096517718673,,,,,,,,False
A1,pointnet2,softmax,scan,macro_auc,0.49867916599865014,0.024174105542024996,0.4711719070400001,0.5258715448832908,5,0.011772884056697122,1029,1029,0.05469963784329068,0.4604462110006766,0.5358047800627777,0.07535856906210103,0.5730195884399846,0.5372684317510477,0.609059751129266,3.0752088143281577,False
A1,pointnet2,softmax,scan,macro_f1,0.24278222924725545,0.014375416776347853,0.22564268877687504,0.26189373728120885,5,0.007321243373455999,1029,1029,0.036251048504333805,0.2298469221746826,0.2562463070573752,0.02639938488269261,0.2552732467525087,0.2431039120183014,0.2676620133871131,0.8689151556151701,True
A1_fix,dgcnn,softmax,scan,accuracy,0.6983479105928085,0.10075688144988179,0.543245869776482,0.7891156462585034,5,0.0,1029,1029,0.24586977648202135,0.6707434402332362,0.7251700680272108,0.05442662779397467,0.7677356656948494,0.7424684159378037,0.7949465500485908,0.6886651720811301,True
A1_fix,dgcnn,softmax,scan,f1_class::Cleft Lip,0.052630407417641425,0.046153696762624354,0.0,0.1269841269841269,5,0.0,1029,1029,0.1269841269841269,,,,,,,,False
A1_fix,dgcnn,softmax,scan,f1_class::Cleft Lip and Palate,0.26585336551966143,0.06188000339584426,0.1724137931034483,0.3297491039426523,5,0.0,1029,1029,0.157335310839204,,,,,,,,False
A1_fix,dgcnn,softmax,scan,f1_class::Cleft Palate,0.0503892092742262,0.013984773933658167,0.0377358490566037,0.0714285714285714,5,0.0,1029,1029,0.033692722371967694,,,,,,,,False
A1_fix,dgcnn,softmax,scan,f1_class::Unaffected,0.8293994658283248,0.07163988373830245,0.7202846975088968,0.8912556053811659,5,0.0,1029,1029,0.1709709078722691,,,,,,,,False
