task,encoder,head,level,seed,metric,value,n_units,n_subjects
A1_ts5,pointnet2,softmax,scan,0,f1_class::Cleft Lip and Palate,0.0598290598290598,1029,1029
A1_ts5,pointnet2,softmax,scan,1,accuracy,0.7337220602526725,1029,1029
A1_ts5,pointnet2,softmax,scan,1,macro_f1,0.2253450655624568,1029,1029
A1_ts5,pointnet2,softmax,scan,1,macro_auc,0.475590228507486,1029,1029
A1_ts5,pointnet2,softmax,scan,1,f1_class::Unaffected,0.8492063492063492,1029,1029
A1_ts5,pointnet2,softmax,scan,1,f1_class::Cleft Lip,0.0,1029,1029
A1_ts5,pointnet2,softmax,scan,1,f1_class::Cleft Palate,0.0,1029,1029
A1_ts5,pointnet2,softmax,scan,1,f1_class::Cleft Lip and Palate,0.0521739130434782,1029,1029
A1_ts5,pointnet2,softmax,scan,2,accuracy,0.7317784256559767,1029,1029
A1_ts5,pointnet2,softmax,scan,2,macro_f1,0.2268890831390831,1029,1029
A1_ts5,pointnet2,softmax,scan,2,macro_auc,0.4597777330784693,1029,1029
A1_ts5,pointnet2,softmax,scan,2,f1_class::Unaffected,0.8477272727272728,1029,1029
A1_ts5,pointnet2,softmax,scan,2,f1_class::Cleft Lip,0.0,1029,1029
A1_ts5,pointnet2,softmax,scan,2,f1_class::Cleft Palate,0.0,1029,1029
A1_ts5,pointnet2,softmax,scan,2,f1_class::Cleft Lip and Palate,0.0598290598290598,1029,1029
A1_ts5,pointnet2,softmax,scan,3,accuracy,0.7317784256559767,1029,1029
A1_ts5,pointnet2,softmax,scan,3,macro_f1,0.2249060628596031,1029,1029
A1_ts5,pointnet2,softmax,scan,3,macro_auc,0.4786941039546989,1029,1029
A1_ts5,pointnet2,softmax,scan,3,f1_class::Unaffected,0.8479001135073779,1029,1029
A1_ts5,pointnet2,softmax,scan,3,f1_class::Cleft Lip,0.0,1029,1029
A1_ts5,pointnet2,softmax,scan,3,f1_class::Cleft Palate,0.0,1029,1029
A1_ts5,pointnet2,softmax,scan,3,f1_class::Cleft Lip and Palate,0.0517241379310344,1029,1029
A1_ts5,pointnet2,softmax,scan,4,accuracy,0.7288629737609329,1029,1029
A1_ts5,pointnet2,softmax,scan,4,macro_f1,0.2241841491841492,1029,1029
A1_ts5,pointnet2,softmax,scan,4,macro_auc,0.4860576729447271,1029,1029
A1_ts5,pointnet2,softmax,scan,4,f1_class::Unaffected,0.8454545454545455,1029,1029
A1_ts5,pointnet2,softmax,scan,4,f1_class::Cleft Lip,0.0,1029,1029
A1_ts5,pointnet2,softmax,scan,4,f1_class::Cleft Palate,0.0,1029,1029
A1_ts5,pointnet2,softmax,scan,4,f1_class::Cleft Lip and Palate,0.0512820512820512,1029,1029
A2_ts1,geommlp,softmax,scan,0,accuracy,0.6825242718446602,1030,1030
A2_ts1,geommlp,softmax,scan,0,macro_f1,0.5627996090236105,1030,1030
A2_ts1,geommlp,softmax,scan,0,macro_auc,0.6624084439469055,1030,1030
A2_ts1,geommlp,softmax,scan,0,f1_class::Unaffected,0.7915869980879541,1030,1030
A2_ts1,geommlp,softmax,scan,0,f1_class::Affected,0.3340122199592668,1030,1030
A2_ts1,pointnet,softmax,scan,0,accuracy,0.7844660194174757,1030,1030
A2_ts1,pointnet,softmax,scan,0,macro_f1,0.5114102564102564,1030,1030
A2_ts1,pointnet,softmax,scan,0,macro_auc,0.5229217975371822,1030,1030
A2_ts1,pointnet,softmax,scan,0,f1_class::Unaffected,0.8766666666666667,1030,1030
A2_ts1,pointnet,softmax,scan,0,f1_class::Affected,0.1461538461538461,1030,1030
A2_ts1,dgcnn,softmax,scan,0,accuracy,0.7640776699029126,1030,1030
A2_ts1,dgcnn,softmax,scan,0,macro_f1,0.5689493344539147,1030,1030
A2_ts1,dgcnn,softmax,scan,0,macro_auc,0.5919846473692627,1030,1030
A2_ts1,dgcnn,softmax,scan,0,f1_class::Unaffected,0.8589669181659896,1030,1030
