task,encoder,head,level,seed,metric,value,n_units,n_subjects
B1_corrected,geommlp,knn11,scan,0,f1_class::Imprinting,0.07692307692307693,1840,733
B1_corrected,geommlp,knn11,scan,0,f1_class::Lysozome,0.0,1840,733
B1_corrected,geommlp,knn11,scan,0,f1_class::Neurocristopathy,0.05128205128205128,1840,733
B1_corrected,geommlp,knn11,scan,0,f1_class::Peroxisome,0.2727272727272727,1840,733
B1_corrected,geommlp,knn11,scan,0,f1_class::Primary Palate,0.2608695652173913,1840,733
B1_corrected,geommlp,knn11,scan,0,f1_class::Rasopathy,0.08403361344537816,1840,733
B1_corrected,geommlp,knn11,scan,0,f1_class::Sex Chromosome,0.05172413793103448,1840,733
B1_corrected,geommlp,knn11,scan,0,f1_class::Trisomy,0.0,1840,733
B1_corrected,geommlp,knn11,scan,0,f1_class::Uncategorized,0.2537313432835821,1840,733
B1_corrected,geommlp,knn11,subject,0,accuracy,0.2155525238744884,733,733
B1_corrected,geommlp,knn11,subject,0,macro_f1,0.09689474767378735,733,733
B1_corrected,geommlp,knn11,subject,0,macro_auc,0.6105832580398209,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Cartilage,0.0,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Ciliopathy,0.0,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Cohesinopathy,0.09523809523809523,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Connective Tissue,0.22702702702702704,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Control,0.3764705882352941,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::DNA Repair,0.0,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Deletion,0.24299065420560748,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Duplication,0.0,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Ectodermal,0.0,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Growth,0.0,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Imprinting,0.044444444444444446,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Lysozome,0.0,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Neurocristopathy,0.03636363636363636,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Peroxisome,0.13333333333333333,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Primary Palate,0.35294117647058826,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Rasopathy,0.1111111111111111,733,733
