task,encoder,head,level,metric,n_seeds,mean,seed_sd,seed_min,seed_max,seed_deterministic,boot_mean,boot_ci_lo,boot_ci_hi,n_boot,n_subjects,n_units
B2_corrected,dgcnn,softmax,subject,macro_f1,1,0.2725413357126912,0.0,0.2725413357126912,0.2725413357126912,True,0.26900801864808666,0.20250150468587602,0.33780987931476636,2000,169,169
B2_corrected,dgcnn,softmax,subject,macro_auc,1,0.9006878964899896,0.0,0.9006878964899896,0.9006878964899896,True,0.899551681711388,0.8743114432809028,0.9233594536018498,2000,169,169
B2_corrected,dgcnn,proto,scan,accuracy,1,0.25473684210526315,0.0,0.25473684210526315,0.25473684210526315,True,0.25466815580339236,0.20528455284552846,0.30873697456729066,2000,169,475
B2_corrected,dgcnn,proto,scan,macro_f1,1,0.21503498305397117,0.0,0.21503498305397117,0.21503498305397117,True,0.2180348233465416,0.17389933611109004,0.2651393813063518,2000,169,475
B2_corrected,dgcnn,proto,scan,macro_auc,1,0.8426810790513573,0.0,0.8426810790513573,0.8426810790513573,True,0.8470191992221381,0.8244915889172789,0.8695345178385513,2000,169,475
B2_corrected,dgcnn,proto,subject,accuracy,1,0.3668639053254438,0.0,0.3668639053254438,0.3668639053254438,True,0.36747633136094676,0.2958579881656805,0.4378698224852071,2000,169,169
B2_corrected,dgcnn,proto,subject,macro_f1,1,0.32561435560544294,0.0,0.32561435560544294,0.32561435560544294,True,0.32121873790341315,0.2474706046002405,0.4044210867909762,2000,169,169
B2_corrected,dgcnn,proto,subject,macro_auc,1,0.9003378224601585,0.0,0.9003378224601585,0.9003378224601585,True,0.9007393094794377,0.8804937863452666,0.9199761163915388,2000,169,169
B2_corrected,dgcnn,knn11,scan,accuracy,1,0.26105263157894737,0.0,0.26105263157894737,0.26105263157894737,True,0.2620318855238704,0.2101341299548901,0.3162535919540229,2000,169,475
B2_corrected,dgcnn,knn11,scan,macro_f1,1,0.2150023675334286,0.0,0.2150023675334286,0.2150023675334286,True,0.21132373812288727,0.16884149218624048,0.2589524455995674,2000,169,475
B2_corrected,dgcnn,knn11,scan,macro_auc,1,0.7699952291648259,0.0,0.7699952291648259,0.7699952291648259,True,0.7789616471017465,0.7504249371845055,0.8085280425282587,2000,169,475
B2_corrected,dgcnn,knn11,subject,accuracy,1,0.30177514792899407,0.0,0.30177514792899407,0.30177514792899407,True,0.30287278106508875,0.23668639053254437,0.378698224852071,2000,169,169
B2_corrected,dgcnn,knn11,subject,macro_f1,1,0.22827046248098878,0.0,0.22827046248098878,0.22827046248098878,True,0.22941893366952645,0.16776235706484185,0.2938431157428357,2000,169,169
B2_corrected,dgcnn,knn11,subject,macro_auc,1,0.817412501947714,0.0,0.817412501947714,0.817412501947714,True,0.8223428514417849,0.7935475143381944,0.851648323399967,2000,169,169
B2_corrected,pointnet2,softmax,scan,accuracy,5,0.2909473684210527,0.0073533680827675765,0.28421052631578947,0.29894736842105263,False,0.2911131733339079,0.24186987018518355,0.344103237095363,2000,169,475
B2_corrected,pointnet2,softmax,scan,macro_f1,5,0.23988015088124987,0.013082708457256481,0.22419901739820675,0.2526698191055684,False,0.24364348822768453,0.2037957965352682,0.28702570174087066,2000,169,475
B2_corrected,pointnet2,softmax,scan,macro_auc,5,0.8447260013231332,0.0023279878405975947,0.8411652376649165,0.8474905567605229,False,0.8524903701208367,0.8289086576155344,0.8754811669336127,2000,169,475
B2_corrected,pointnet2,softmax,subject,accuracy,5,0.38224852071005916,0.010749054511588729,0.3727810650887574,0.39644970414201186,False,0.3818881656804734,0.3171597633136095,0.44733727810650886,2000,169,169
B2_corrected,pointnet2,softmax,subject,macro_f1,5,0.2796041471485065,0.012765058991895274,0.2612751083339319,0.29138166745118615,False,0.28392339556441265,0.2274152623927168,0.34468741563213934,2000,169,169
B2_corrected,pointnet2,softmax,subject,macro_auc,5,0.9127109813952978,0.003001593873043328,0.9093580810386446,0.9158171012786368,False,0.9119472284175199,0.890862775395734,0.9301580669478106,2000,169,169
B2_corrected,pointnet2,proto,scan,accuracy,5,0.32505263157894737,0.006065204333005445,0.3178947368421053,0.33473684210526317,False,0.3249503963211846,0.2744261534261534,0.37490144188500085,2000,169,475
B2_corrected,pointnet2,proto,scan,macro_f1,5,0.2774457410878125,0.004154231568560906,0.27151859375612036,0.28210808521288233,False,0.28282431152157406,0.23618783891413575,0.32937428869705626,2000,169,475
B2_corrected,pointnet2,proto,scan,macro_auc,5,0.8402549935037266,0.0022993238497306524,0.8375663123822964,0.8434442863766303,False,0.8494803995857828,0.8270065062483116,0.8724745235667233,2000,169,475
B2_corrected,pointnet2,proto,subject,accuracy,5,0.41420118343195267,0.004184063794003242,0.40828402366863903,0.42011834319526625,False,0.414587573964497,0.3455621301775148,0.48520710059171596,2000,169,169
B2_corrected,pointnet2,proto,subject,macro_f1,5,0.3408834266817659,0.009787519456459004,0.3261005790136102,0.35257299508329426,False,0.3409022353454002,0.2727777734622372,0.4125865114196054,2000,169,169
B2_corrected,pointnet2,proto,subject,macro_auc,5,0.8967464979205587,0.003296747552210561,0.8934839607706464,0.9012823077262375,False,0.9026367964597037,0.8812962404805081,0.9236124711047593,2000,169,169
B2_corrected,pointnet2,knn11,scan,accuracy,5,0.27999999999999997,0.013885164166603079,0.2673684210526316,0.29894736842105263,False,0.2810096857555241,0.23123561023155342,0.33113143497961717,2000,169,475
B2_corrected,pointnet2,knn11,scan,macro_f1,5,0.21608967867645035,0.01301849225630517,0.20310498674629693,0.23737166189639003,False,0.2171999740990989,0.18236893375105945,0.25361119803394266,2000,169,475
B2_corrected,pointnet2,knn11,scan,macro_auc,5,0.7781250384700098,0.0013507229791132201,0.7762703685541545,0.7796120771986427,False,0.7963459015113293,0.7640321565143272,0.8312563891641278,2000,169,475
B2_corrected,pointnet2,knn11,subject,accuracy,5,0.32426035502958583,0.028500815571106015,0.28402366863905326,0.35502958579881655,False,0.3248644970414201,0.2650591715976331,0.38461538461538464,2000,169,169
B2_corrected,pointnet2,knn11,subject,macro_f1,5,0.2446694033405202,0.03572527523952587,0.21028693242315533,0.2944998752485383,False,0.24445992548820833,0.1999237812001114,0.29159273973547517,2000,169,169
