base_task,encoder,head,level,metric,train_seed,value,infer_seed_sd,n_infer_seeds,n_units,n_subjects
B1_corrected,pointnet,proto,scan,macro_auc,5,0.6889328121525463,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,macro_f1,1,0.1183950346705183,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,macro_f1,2,0.0795500270414983,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,macro_f1,3,0.0603521339159841,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,macro_f1,4,0.0987538617811071,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,macro_f1,5,0.1091599381140228,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,top3_accuracy,1,0.3206521739130434,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,top3_accuracy,2,0.2641304347826086,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,top3_accuracy,3,0.2380434782608695,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,top3_accuracy,4,0.2929347826086956,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,top3_accuracy,5,0.3038043478260869,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,top5_accuracy,1,0.5157608695652174,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,top5_accuracy,2,0.4315217391304348,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,top5_accuracy,3,0.3929347826086956,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,top5_accuracy,4,0.4923913043478261,0.0,1,1840,733
B1_corrected,pointnet,proto,scan,top5_accuracy,5,0.4978260869565217,0.0,1,1840,733
B1_corrected,pointnet,proto,subject,accuracy,1,0.1664392905866303,0.0,1,733,733
B1_corrected,pointnet,proto,subject,accuracy,2,0.1050477489768076,0.0,1,733,733
B1_corrected,pointnet,proto,subject,accuracy,3,0.0845839017735334,0.0,1,733,733
B1_corrected,pointnet,proto,subject,accuracy,4,0.1446111869031378,0.0,1,733,733
B1_corrected,pointnet,proto,subject,accuracy,5,0.1596180081855388,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Cartilage,1,0.1846153846153846,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Cartilage,2,0.1944444444444444,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Cartilage,3,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Cartilage,4,0.1666666666666666,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Cartilage,5,0.3846153846153846,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Ciliopathy,1,0.2272727272727272,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Ciliopathy,2,0.1263157894736842,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Ciliopathy,3,0.1025641025641025,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Ciliopathy,4,0.2272727272727272,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Ciliopathy,5,0.2,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Cohesinopathy,1,0.1408450704225352,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Cohesinopathy,2,0.1818181818181818,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Cohesinopathy,3,0.0821917808219178,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Cohesinopathy,4,0.1149425287356321,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Cohesinopathy,5,0.1282051282051282,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Connective Tissue,1,0.2442748091603053,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Connective Tissue,2,0.1917808219178082,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Connective Tissue,3,0.2469135802469135,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Connective Tissue,4,0.2674418604651162,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Connective Tissue,5,0.2857142857142857,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Control,1,0.3219512195121951,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Control,2,0.0264900662251655,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Control,3,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Control,4,0.2245989304812834,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Control,5,0.2918918918918919,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::DNA Repair,1,0.2727272727272727,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::DNA Repair,2,0.125,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::DNA Repair,3,0.1111111111111111,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::DNA Repair,4,0.1481481481481481,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::DNA Repair,5,0.0909090909090909,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Deletion,1,0.0384615384615384,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Deletion,2,0.0206185567010309,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Deletion,3,0.0412371134020618,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Deletion,4,0.0571428571428571,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Deletion,5,0.0212765957446808,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Duplication,1,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Duplication,2,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Duplication,3,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Duplication,4,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Duplication,5,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Ectodermal,1,0.1707317073170731,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Ectodermal,2,0.0952380952380952,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Ectodermal,3,0.1034482758620689,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Ectodermal,4,0.1388888888888889,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Ectodermal,5,0.1098901098901098,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Growth,1,0.12,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Growth,2,0.0408163265306122,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Growth,3,0.0560747663551401,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Growth,4,0.0851063829787234,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Growth,5,0.0701754385964912,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Imprinting,1,0.12,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Imprinting,2,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Imprinting,3,0.1428571428571428,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Imprinting,4,0.1714285714285714,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Imprinting,5,0.1265822784810126,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Lysozome,1,0.1578947368421052,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Lysozome,2,0.2051282051282051,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Lysozome,3,0.12,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Lysozome,4,0.2424242424242424,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Lysozome,5,0.3225806451612903,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Neurocristopathy,1,0.0952380952380952,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Neurocristopathy,2,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Neurocristopathy,3,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Neurocristopathy,4,0.1492537313432835,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Neurocristopathy,5,0.0923076923076923,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Peroxisome,1,0.2222222222222222,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Peroxisome,2,0.2105263157894736,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Peroxisome,3,0.1951219512195122,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Peroxisome,4,0.2424242424242424,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Peroxisome,5,0.3125,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Primary Palate,1,0.217391304347826,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Primary Palate,2,0.1282051282051282,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Primary Palate,3,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Primary Palate,4,0.1818181818181818,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Primary Palate,5,0.1395348837209302,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Rasopathy,1,0.125,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Rasopathy,2,0.1237113402061855,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Rasopathy,3,0.056338028169014,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Rasopathy,4,0.0597014925373134,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Rasopathy,5,0.1075268817204301,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Sex Chromosome,1,0.2015503875968992,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Sex Chromosome,2,0.2037037037037037,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Sex Chromosome,3,0.0631578947368421,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Sex Chromosome,4,0.1034482758620689,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Sex Chromosome,5,0.1304347826086956,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Trisomy,1,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Trisomy,2,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Trisomy,3,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Trisomy,4,0.0,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Trisomy,5,0.0350877192982456,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Uncategorized,1,0.0535714285714285,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Uncategorized,2,0.0655737704918032,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Uncategorized,3,0.036697247706422,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Uncategorized,4,0.0347826086956521,0.0,1,733,733
B1_corrected,pointnet,proto,subject,f1_class::Uncategorized,5,0.0451127819548872,0.0,1,733,733
B1_corrected,pointnet,proto,subject,macro_auc,1,0.716303968665712,0.0,1,733,733
B1_corrected,pointnet,proto,subject,macro_auc,2,0.6888971816172913,0.0,1,733,733
B1_corrected,pointnet,proto,subject,macro_auc,3,0.6835068347132905,0.0,1,733,733
B1_corrected,pointnet,proto,subject,macro_auc,4,0.7062782573868371,0.0,1,733,733
B1_corrected,pointnet,proto,subject,macro_auc,5,0.7177071598495602,0.0,1,733,733
B1_corrected,pointnet,proto,subject,macro_f1,1,0.1533551528582951,0.0,1,733,733
B1_corrected,pointnet,proto,subject,macro_f1,2,0.102072144519659,0.0,1,733,733
B1_corrected,pointnet,proto,subject,macro_f1,3,0.0714585786869604,0.0,1,733,733
B1_corrected,pointnet,proto,subject,macro_f1,4,0.1376573861743999,0.0,1,733,733
B1_corrected,pointnet,proto,subject,macro_f1,5,0.1523339784642235,0.0,1,733,733
B1_corrected,pointnet,proto,subject,top3_accuracy,1,0.3656207366984993,0.0,1,733,733
B1_corrected,pointnet,proto,subject,top3_accuracy,2,0.3083219645293315,0.0,1,733,733
B1_corrected,pointnet,proto,subject,top3_accuracy,3,0.276944065484311,0.0,1,733,733
B1_corrected,pointnet,proto,subject,top3_accuracy,4,0.3601637107776262,0.0,1,733,733
B1_corrected,pointnet,proto,subject,top3_accuracy,5,0.3751705320600272,0.0,1,733,733
B1_corrected,pointnet,proto,subject,top5_accuracy,1,0.5716234652114598,0.0,1,733,733
B1_corrected,pointnet,proto,subject,top5_accuracy,2,0.4706684856753069,0.0,1,733,733
B1_corrected,pointnet,proto,subject,top5_accuracy,3,0.4297407912687585,0.0,1,733,733
B1_corrected,pointnet,proto,subject,top5_accuracy,4,0.5648021828103683,0.0,1,733,733
B1_corrected,pointnet,proto,subject,top5_accuracy,5,0.5306957708049114,0.0,1,733,733
B1_corrected,pointnet,softmax,scan,accuracy,1,0.1298913043478261,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,accuracy,2,0.1206521739130434,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,accuracy,3,0.1059782608695652,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,accuracy,4,0.108695652173913,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,accuracy,5,0.1201086956521739,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Cartilage,1,0.1621621621621621,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Cartilage,2,0.0289855072463768,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Cartilage,3,0.0,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Cartilage,4,0.1176470588235294,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Cartilage,5,0.2201834862385321,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Ciliopathy,1,0.2790697674418604,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Ciliopathy,2,0.097378277153558,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Ciliopathy,3,0.0821917808219178,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Ciliopathy,4,0.247191011235955,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Ciliopathy,5,0.147239263803681,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Cohesinopathy,1,0.1011673151750972,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Cohesinopathy,2,0.1438848920863309,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Cohesinopathy,3,0.1395348837209302,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Cohesinopathy,4,0.1029411764705882,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Cohesinopathy,5,0.0845070422535211,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Connective Tissue,1,0.1838235294117647,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Connective Tissue,2,0.2329317269076305,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Connective Tissue,3,0.2594936708860759,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Connective Tissue,4,0.1850746268656716,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Connective Tissue,5,0.2065217391304347,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Control,1,0.3485477178423236,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Control,2,0.3018018018018018,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Control,3,0.1947743467933491,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Control,4,0.2843601895734597,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Control,5,0.3318385650224215,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::DNA Repair,1,0.1081081081081081,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::DNA Repair,2,0.1428571428571428,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::DNA Repair,3,0.1176470588235294,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::DNA Repair,4,0.0769230769230769,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::DNA Repair,5,0.0363636363636363,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Deletion,1,0.0207612456747404,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Deletion,2,0.0,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Deletion,3,0.0069686411149825,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Deletion,4,0.0,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Deletion,5,0.0,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Duplication,1,0.018348623853211,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Duplication,2,0.0131578947368421,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Duplication,3,0.0,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Duplication,4,0.0602409638554216,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Duplication,5,0.0379746835443038,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Ectodermal,1,0.0837696335078534,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Ectodermal,2,0.0545454545454545,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Ectodermal,3,0.0634920634920634,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Ectodermal,4,0.0909090909090909,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Ectodermal,5,0.0762711864406779,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Growth,1,0.0857142857142857,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Growth,2,0.074074074074074,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Growth,3,0.0266666666666666,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Growth,4,0.1403508771929824,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Growth,5,0.0168067226890756,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Imprinting,1,0.0457142857142857,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Imprinting,2,0.0427807486631016,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Imprinting,3,0.0893854748603352,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Imprinting,4,0.0465116279069767,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Imprinting,5,0.1367521367521367,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Lysozome,1,0.206060606060606,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Lysozome,2,0.2718446601941747,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Lysozome,3,0.1325966850828729,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Lysozome,4,0.1221374045801526,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Lysozome,5,0.1587301587301587,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Neurocristopathy,1,0.0414507772020725,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Neurocristopathy,2,0.0148148148148148,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Neurocristopathy,3,0.0277777777777777,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Neurocristopathy,4,0.0467836257309941,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Neurocristopathy,5,0.0652173913043478,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Peroxisome,1,0.2018348623853211,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Peroxisome,2,0.188034188034188,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Peroxisome,3,0.1869158878504672,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Peroxisome,4,0.196078431372549,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Peroxisome,5,0.2452830188679245,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Primary Palate,1,0.0816326530612244,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Primary Palate,2,0.0618556701030927,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Primary Palate,3,0.0,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Primary Palate,4,0.0571428571428571,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Primary Palate,5,0.0625,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Rasopathy,1,0.0125786163522012,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Rasopathy,2,0.0248447204968944,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Rasopathy,3,0.0857142857142857,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Rasopathy,4,0.0245398773006134,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Rasopathy,5,0.0264900662251655,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Sex Chromosome,1,0.1361256544502617,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Sex Chromosome,2,0.1434977578475336,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Sex Chromosome,3,0.1290322580645161,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Sex Chromosome,4,0.1234567901234567,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Sex Chromosome,5,0.0825688073394495,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Trisomy,1,0.106060606060606,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Trisomy,2,0.0,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Trisomy,3,0.0,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Trisomy,4,0.0310077519379844,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Trisomy,5,0.032258064516129,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Uncategorized,1,0.0,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Uncategorized,2,0.0134228187919463,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Uncategorized,3,0.0,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Uncategorized,4,0.0132890365448504,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,f1_class::Uncategorized,5,0.0068728522336769,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,macro_auc,1,0.7035579116109286,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,macro_auc,2,0.690711508124583,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,macro_auc,3,0.6672327993598174,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,macro_auc,4,0.6859629925536888,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,macro_auc,5,0.7017342987307693,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,macro_f1,1,0.1169963394830518,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,macro_f1,2,0.0974059026502609,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,macro_f1,3,0.0811679727194615,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,macro_f1,4,0.1035044986573795,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,macro_f1,5,0.1039146748134354,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,top3_accuracy,1,0.3413043478260869,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,top3_accuracy,2,0.2918478260869565,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,top3_accuracy,3,0.2418478260869565,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,top3_accuracy,4,0.3119565217391304,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,top3_accuracy,5,0.3429347826086956,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,top5_accuracy,1,0.5510869565217391,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,top5_accuracy,2,0.4635869565217391,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,top5_accuracy,3,0.4119565217391304,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,top5_accuracy,4,0.5320652173913043,0.0,1,1840,733
B1_corrected,pointnet,softmax,scan,top5_accuracy,5,0.55,0.0,1,1840,733
B1_corrected,pointnet,softmax,subject,accuracy,1,0.1541609822646657,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,accuracy,2,0.1500682128240109,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,accuracy,3,0.1241473396998635,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,accuracy,4,0.1336971350613915,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,accuracy,5,0.1487039563437926,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Cartilage,1,0.15625,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Cartilage,2,0.0571428571428571,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Cartilage,3,0.0,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Cartilage,4,0.1481481481481481,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Cartilage,5,0.32,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Ciliopathy,1,0.2857142857142857,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Ciliopathy,2,0.1458333333333333,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Ciliopathy,3,0.1126760563380281,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Ciliopathy,4,0.2162162162162162,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Ciliopathy,5,0.1428571428571428,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Cohesinopathy,1,0.1276595744680851,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Cohesinopathy,2,0.1951219512195122,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Cohesinopathy,3,0.1219512195121951,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Cohesinopathy,4,0.1505376344086021,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Cohesinopathy,5,0.136986301369863,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Connective Tissue,1,0.176,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Connective Tissue,2,0.2678571428571428,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Connective Tissue,3,0.2631578947368421,0.0,1,733,733
B1_corrected,pointnet,softmax,subject,f1_class::Connective Tissue,4,0.1739130434782608,0.0,1,733,733
